,Year,Race Name,Driver ID,Constructor Name,Grid Position,Final Position,Fastest Lap Time,Points,Status,Number of Laps,Lap,Duration,Weather,Temperature (°C),Humidity (%),Wind Speed (m/s),Rain (mm),Pit Stops
13949,2022,Be,no,Mc,17.0,12.0,111.678,0.0,Finished,44.0,13.0,23.036,Rain,-1.91,100,2.57,0.0,2
13950,2024,Br,zh,Sa,14.0,18.0,91.014,0.0,+2 Laps,50.0,19.0,29.838,No rain,4.18,97,2.28,0.0,3
13951,2023,Sã,ma,,,,,,DNF,,2.0,23:22.632,No rain,21.25,86,4.63,0.0,2
13952,2021,It,al,Al,10.0,8.0,85.47200000000001,4.0,Finished,53.0,25.0,24.797,Rain,5.0,87,0.45,1.0,1
13953,2023,Sã,no,Mc,6.0,2.0,72.486,19.0,Finished,71.0,1.0,19.386,No rain,21.25,86,4.63,0.0,2
13954,2020,Br,sa,Mc,7.0,13.0,89.94800000000001,0.0,Finished,52.0,13.0,28.487,No rain,4.18,97,2.28,0.0,2
13955,2022,Fr,la,Wi,18.0,17.0,99.65,0.0,DNF,40.0,19.0,37.497,No rain,8.64,77,3.73,0.1,2
13956,2024,Sã,ma,,,,,,DNF,,32.0,23:29.303,No rain,21.25,86,4.63,0.0,1
13957,2020,Ba,le,Fe,12.0,10.0,93.625,1.0,+1 Lap,56.0,1.0,19:14.255,No rain,21.05,72,5.45,0.0,1
13958,2020,Po,kv,Al,13.0,19.0,80.449,0.0,+2 Laps,64.0,55.0,32.943,No rain,10.33,88,1.9,0.0,2
13959,2024,Du,al,As,7.0,10.0,74.758,1.0,+1 Lap,71.0,31.0,21.348,No rain,1.59,88,3.6,0.0,1
13960,2023,Mo,ke,,,,,,DNF,,,,No rain,11.92,73,3.6,0.0,0
13961,2019,Ru,ri,Re,10.0,19.0,101.28399999999999,0.0,DNF,24.0,1.0,36.031,No rain,-0.89,51,7.0,0.0,1
13962,2021,Mo,mi,,,,,,DNF,,37.0,24.797,No rain,11.92,73,3.6,0.0,1
13963,2024,Ja,ga,Al,17.0,16.0,96.642,0.0,+1 Lap,52.0,1.0,26:26.793,No rain,7.84,72,6.85,0.0,1
13964,2023,Du,le,Fe,9.0,19.0,77.277,0.0,DNF,41.0,1.0,32.686,No rain,1.59,88,3.6,0.0,2
13965,2020,Tu,la,Wi,0.0,19.0,103.495,0.0,DNF,39.0,8.0,24.738,No rain,5.73,65,4.63,0.0,1
13966,2022,Ja,ts,Al,13.0,13.0,105.893,0.0,Finished,28.0,2.0,6:42.478,No rain,7.84,72,6.85,0.0,2
13967,2020,Sp,ma,,,,,,DNF,,21.0,21.532,No rain,9.61,85,3.09,0.0,2
13968,2024,Sa,pe,,,,,,DNF,,7.0,22.196,No rain,26.03,53,2.06,0.0,1
13969,2021,Mo,oc,Al,11.0,9.0,75.316,2.0,+1 Lap,77.0,37.0,23.935,No rain,11.92,73,3.6,0.0,1
13970,2022,Au,no,Mc,10.0,7.0,69.304,6.0,+1 Lap,70.0,14.0,22.684,No rain,-2.06,86,1.54,0.0,2
13971,2023,Au,oc,Al,12.0,14.0,69.797,0.0,+1 Lap,70.0,2.0,18.143,No rain,-2.06,86,1.54,0.0,1
13972,2024,Sa,ri,RB,14.0,16.0,93.32300000000001,0.0,+1 Lap,49.0,7.0,1:03.364,No rain,26.03,53,2.06,0.0,1
13973,2021,Sa,oc,Al,9.0,4.0,91.797,12.0,Finished,50.0,15.0,18:08.290,No rain,26.03,53,2.06,0.0,2
13974,2019,Ch,kv,To,11.0,19.0,97.975,0.0,DNF,41.0,25.0,26.050,No rain,2.99,75,4.0,0.0,3
13975,2019,Ch,no,Mc,15.0,18.0,98.346,0.0,DNF,50.0,34.0,22.524,No rain,2.99,75,4.0,0.0,3
13976,2022,Au,ha,Me,5.0,4.0,81.886,12.0,Finished,58.0,22.0,17.877,No rain,17.76,67,0.89,0.0,1
13977,2021,Ru,st,As,7.0,11.0,100.464,0.0,Finished,53.0,48.0,43.124,No rain,-0.89,51,7.0,0.0,2
13978,2022,Be,al,Al,3.0,5.0,112.868,10.0,Finished,44.0,25.0,23.954,Rain,-1.91,100,2.57,0.0,2
13979,2023,Si,zh,Al,0.0,12.0,99.316,0.0,Finished,62.0,20.0,30.637,No rain,26.92,87,1.03,0.0,2
13980,2021,Hu,ru,Wi,17.0,8.0,82.112,4.0,Finished,70.0,2.0,24:17.487,No rain,1.26,70,3.09,0.0,2
13981,2021,Hu,ri,Mc,11.0,11.0,82.80199999999999,0.0,+1 Lap,69.0,3.0,34.492,No rain,1.26,70,3.09,0.0,2
13982,2020,Tu,gr,Ha,15.0,12.0,82.263,0.0,Finished,59.0,8.0,24:10.651,No rain,5.13,81,2.59,0.0,2
13983,2024,Me,ma,,,,,,DNF,,26.0,43.730,No rain,23.88,23,4.12,0.0,1
13984,2023,It,pi,Mc,7.0,12.0,85.072,0.0,Finished,51.0,41.0,31.799,Rain,5.0,87,0.45,1.0,2
13985,2022,Ba,le,Fe,1.0,1.0,94.57,26.0,Finished,57.0,15.0,25.012,No rain,21.05,72,5.45,0.0,2
13986,2019,Ja,bo,Me,3.0,1.0,91.862,25.0,Finished,52.0,36.0,23.157,No rain,7.84,72,6.85,0.0,2
13987,2019,Fr,st,Ra,17.0,13.0,94.924,0.0,+1 Lap,52.0,39.0,30.849,No rain,8.64,77,3.73,0.1,1
13988,2020,Sa,ru,Me,2.0,9.0,,3.0,Finished,87.0,45.0,24.708,No rain,21.05,72,5.45,0.0,1
13989,2019,Au,no,Mc,8.0,12.0,88.555,0.0,+1 Lap,57.0,15.0,21.627,No rain,17.76,67,0.89,0.0,1
13990,2022,Hu,ma,,,,,,DNF,,38.0,21.228,No rain,1.26,70,3.09,0.0,2
13991,2020,Tu,le,Fe,12.0,4.0,99.961,12.0,Finished,58.0,30.0,23.687,No rain,5.73,65,4.63,0.0,2
13992,2024,Br,oc,Al,18.0,16.0,90.875,0.0,+2 Laps,50.0,26.0,29.289,No rain,4.18,97,2.28,0.0,3
13993,2021,Po,ga,Al,9.0,10.0,82.014,1.0,Finished,66.0,3.0,22.319,No rain,10.33,88,1.9,0.0,2
13994,2023,Ca,sa,Wi,18.0,20.0,78.437,0.0,DNF,6.0,,,No rain,-4.97,57,6.69,0.0,0
13995,2019,Hu,kv,To,13.0,15.0,81.932,0.0,+2 Laps,68.0,21.0,23.002,No rain,1.26,70,3.09,0.0,1
13996,2024,Az,hu,,,,,,DNF,,15.0,21.617,Rain,4.97,75,12.35,0.0,1
13997,2019,Ab,le,Fe,3.0,3.0,100.44200000000001,15.0,Finished,55.0,38.0,21.274,No rain,21.1,68,2.06,0.0,2
13998,2023,Be,ri,Al,19.0,16.0,110.994,0.0,Finished,44.0,22.0,23.290,Rain,-1.91,100,2.57,0.0,2
13999,2020,Ab,ke,,,,,,DNF,,47.0,23.098,No rain,21.1,68,2.06,0.0,2
14000,2021,Ru,bo,Me,16.0,5.0,98.21600000000001,10.0,Finished,53.0,47.0,29.569,No rain,-0.89,51,7.0,0.0,2
14001,2023,Ab,pe,,,,,,DNF,,17.0,21.446,No rain,21.1,68,2.06,0.0,1
14002,2021,Mo,no,Mc,5.0,3.0,74.67,15.0,Finished,78.0,30.0,23.874,No rain,11.92,73,3.6,0.0,1
14003,2020,Tu,no,Mc,14.0,8.0,96.806,5.0,Finished,58.0,9.0,22.684,No rain,5.73,65,4.63,0.0,1
14004,2020,Ba,ma,,,,,,DNF,,1.0,19:24.529,No rain,21.05,72,5.45,0.0,2
14005,2019,Az,hu,,,,,,DNF,,34.0,20.870,Rain,4.97,75,12.35,0.0,2
14006,2021,Tu,ve,As,10.0,18.0,92.72999999999999,0.0,+1 Lap,57.0,37.0,23.514,No rain,5.73,65,4.63,0.0,2
14007,2020,Sp,ru,Wi,18.0,17.0,82.503,0.0,+1 Lap,65.0,19.0,22.708,No rain,9.61,85,3.09,0.0,2
14008,2023,Si,ke,,,,,,DNF,,43.0,33.078,No rain,26.92,87,1.03,0.0,2
14009,2022,Mo,la,Wi,19.0,15.0,78.57900000000001,0.0,+1 Lap,63.0,2.0,36.351,No rain,11.92,73,3.6,0.0,3
14010,2019,Sp,ku,Wi,17.0,18.0,83.202,0.0,+1 Lap,65.0,31.0,21.954,No rain,9.61,85,3.09,0.0,1
14011,2022,Ja,ma,,,,,,DNF,,7.0,24.308,No rain,7.84,72,6.85,0.0,2
14012,2022,Ja,ri,Mc,11.0,11.0,107.843,0.0,Finished,28.0,2.0,6:41.749,No rain,7.84,72,6.85,0.0,1
14013,2019,Ge,sa,Mc,7.0,5.0,77.84100000000001,10.0,Finished,64.0,3.0,23.363,No rain,0.22,86,0.0,0.0,1
14014,2023,Be,sa,Wi,18.0,17.0,110.48599999999999,0.0,Finished,44.0,24.0,23.938,Rain,-1.91,100,2.57,0.0,2
14015,2021,Du,ha,Me,2.0,2.0,71.097,19.0,Finished,72.0,39.0,18.868,No rain,1.59,88,3.6,0.0,3
14016,2022,Sa,al,Wi,16.0,14.0,94.368,0.0,DNF,47.0,13.0,20.683,No rain,26.03,53,2.06,0.0,1
14017,2020,Br,no,Mc,5.0,5.0,90.05799999999999,10.0,Finished,52.0,12.0,30.289,No rain,4.18,97,2.28,0.0,1
14018,2021,Qa,ts,Al,8.0,13.0,87.043,0.0,+1 Lap,56.0,34.0,26.674,No rain,20.97,72,3.43,0.0,2
14019,2023,Sa,pi,Mc,8.0,15.0,94.287,0.0,Finished,50.0,1.0,31.534,No rain,26.03,53,2.06,0.0,1
14020,2022,Ca,ri,Mc,9.0,11.0,77.932,0.0,Finished,70.0,19.0,27.937,No rain,-4.97,57,6.69,0.0,1
14021,2021,Em,gi,Al,17.0,14.0,79.47,0.0,+1 Lap,62.0,27.0,32.299,Rain,4.34,96,2.91,1.33,1
14022,2024,Me,ma,,,,,,DNF,,26.0,43.730,No rain,23.88,23,4.12,0.0,1
14023,2021,Az,al,Al,8.0,6.0,105.624,8.0,Finished,51.0,7.0,20.168,Rain,4.97,75,12.35,0.0,2
14024,2024,Mi,ma,,,,,,DNF,,23.0,22.187,No rain,22.99,64,8.23,0.0,1
14025,2023,Ba,oc,Al,9.0,18.0,96.797,0.0,DNF,41.0,15.0,41.462,No rain,21.05,72,5.45,0.0,2
14026,2023,Ja,al,Wi,13.0,16.0,99.185,0.0,DNF,26.0,1.0,50.143,No rain,7.84,72,6.85,0.0,2
14027,2022,Ja,ru,Me,8.0,8.0,107.00399999999999,4.0,Finished,28.0,2.0,6:41.057,No rain,7.84,72,6.85,0.0,2
14028,2020,Ba,ri,Re,6.0,7.0,92.827,6.0,Finished,57.0,1.0,19:19.722,No rain,21.05,72,5.45,0.0,2
14029,2019,It,gr,Ha,13.0,16.0,84.985,0.0,+1 Lap,52.0,29.0,25.121,Rain,5.0,87,0.45,1.0,2
14030,2023,Br,no,Mc,2.0,2.0,90.543,18.0,Finished,52.0,33.0,28.438,No rain,4.18,97,2.28,0.0,1
14031,2024,La,no,Mc,6.0,6.0,94.876,9.0,Finished,50.0,9.0,21.194,No rain,14.64,31,1.54,0.0,2
14032,2019,Ru,no,Mc,7.0,8.0,98.301,4.0,Finished,53.0,20.0,29.290,No rain,-0.89,51,7.0,0.0,1
14033,2024,Au,st,As,17.0,13.0,70.143,0.0,+1 Lap,70.0,20.0,21.399,No rain,-2.06,86,1.54,0.0,1
14034,2023,Du,pi,Mc,8.0,9.0,74.299,2.0,Finished,72.0,,,No rain,1.59,88,3.6,0.0,0
14035,2020,Ba,no,Mc,9.0,4.0,93.588,12.0,Finished,57.0,18.0,24.679,No rain,21.05,72,5.45,0.0,2
14036,2024,Az,bo,Sa,16.0,16.0,108.418,0.0,+1 Lap,50.0,11.0,20.045,Rain,4.97,75,12.35,0.0,1
14037,2019,Ca,no,Mc,8.0,20.0,78.023,0.0,DNF,8.0,,,No rain,-4.97,57,6.69,0.0,0
14038,2019,Hu,al,To,12.0,10.0,80.621,1.0,+1 Lap,69.0,28.0,23.676,No rain,1.26,70,3.09,0.0,1
14039,2019,Br,kv,To,17.0,9.0,89.91,2.0,Finished,52.0,12.0,29.377,No rain,4.18,97,2.28,0.0,2
14040,2019,Az,le,Fe,8.0,5.0,103.009,11.0,Finished,51.0,34.0,20.382,Rain,4.97,75,12.35,0.0,2
14041,2023,La,ts,Al,20.0,18.0,97.587,0.0,DNF,46.0,10.0,20.619,No rain,14.64,31,1.54,0.0,2
14042,2022,Hu,sa,Fe,2.0,4.0,,12.0,Finished,70.0,17.0,22.820,No rain,1.26,70,3.09,0.0,1
14043,2021,Au,mi,,,,,,DNF,,34.0,21.798,No rain,-2.06,86,1.54,0.0,1
14044,2022,Hu,ts,Al,16.0,19.0,83.538,0.0,+2 Laps,68.0,33.0,22.016,No rain,1.26,70,3.09,0.0,2
14045,2022,Ca,sa,Fe,3.0,2.0,75.749,19.0,Finished,70.0,20.0,24.215,No rain,-4.97,57,6.69,0.0,2
14046,2023,Hu,ri,Al,13.0,13.0,83.934,0.0,+1 Lap,69.0,29.0,22.203,No rain,1.26,70,3.09,0.0,2
14047,2020,Sp,no,Mc,8.0,10.0,82.392,1.0,+1 Lap,65.0,21.0,22.099,No rain,9.61,85,3.09,0.0,2
14048,2024,Sã,no,Mc,1.0,6.0,81.517,8.0,Finished,69.0,32.0,23:35.363,No rain,21.25,86,4.63,0.0,2
14049,2020,Em,ke,,,,,,DNF,,27.0,30.708,Rain,4.34,96,2.91,1.33,1
14050,2023,Ba,ga,Al,20.0,9.0,95.068,2.0,Finished,57.0,9.0,25.885,No rain,21.05,72,5.45,0.0,2
14051,2024,Ja,pe,,,,,,DNF,,15.0,22.990,No rain,7.84,72,6.85,0.0,2
14052,2020,Ab,la,Wi,18.0,17.0,102.497,0.0,+1 Lap,54.0,35.0,22.384,No rain,21.1,68,2.06,0.0,2
14053,2021,Au,ma,Ha,20.0,19.0,69.757,0.0,+2 Laps,69.0,27.0,,No rain,-2.06,86,1.54,0.0,2
14054,2019,It,st,Ra,9.0,12.0,84.16499999999999,0.0,+1 Lap,52.0,15.0,18.838,Rain,5.0,87,0.45,1.0,2
14055,2020,St,al,Re,6.0,4.0,67.299,12.0,Finished,71.0,35.0,21.505,No rain,-2.06,86,1.54,0.0,1
14056,2019,Ge,ke,,,,,,DNF,,21.0,21.179,No rain,0.22,86,0.0,0.0,2
14057,2020,Ru,ga,Al,9.0,9.0,97.231,2.0,Finished,53.0,42.0,29.409,No rain,-0.89,51,7.0,0.0,2
14058,2021,Tu,bo,Me,1.0,1.0,90.432,26.0,Finished,58.0,37.0,22.962,No rain,5.73,65,4.63,0.0,1
14059,2022,Au,zh,Al,14.0,11.0,82.541,0.0,Finished,58.0,21.0,18.380,No rain,17.76,67,0.89,0.0,1
14060,2022,Ca,ha,Me,4.0,3.0,76.167,15.0,Finished,70.0,9.0,23.845,No rain,-4.97,57,6.69,0.0,2
14061,2023,Ja,sa,Wi,0.0,17.0,98.848,0.0,DNF,22.0,2.0,32.715,No rain,7.84,72,6.85,0.0,3
14062,2021,Fr,ma,,,,,,DNF,,32.0,30.123,No rain,8.64,77,3.73,0.1,2
14063,2024,Un,ke,,,,,,DNF,,38.0,24.087,Rain,17.84,85,3.09,0.0,2
14064,2023,Qa,pe,,,,,,DNF,,17.0,27.808,No rain,20.97,72,3.43,0.0,1
14065,2019,Hu,ha,Me,3.0,1.0,78.52799999999999,25.0,Finished,70.0,31.0,22.880,No rain,1.26,70,3.09,0.0,2
14066,2022,Ab,ts,Al,11.0,11.0,89.489,0.0,Finished,58.0,38.0,22.262,No rain,21.1,68,2.06,0.0,2
14067,2022,Ab,ru,Me,6.0,5.0,88.836,10.0,Finished,58.0,15.0,24.243,No rain,21.1,68,2.06,0.0,2
14068,2021,Du,ha,Me,2.0,2.0,71.097,19.0,Finished,72.0,39.0,18.868,No rain,1.59,88,3.6,0.0,3
14069,2019,Un,ku,Wi,19.0,19.0,103.83,0.0,DNF,31.0,11.0,24.164,Rain,17.84,85,3.09,0.0,1
14070,2024,Az,st,As,13.0,19.0,108.148,0.0,DNF,45.0,1.0,21.123,Rain,4.97,75,12.35,0.0,2
14071,2024,Ja,sa,Fe,4.0,3.0,93.84100000000001,15.0,Finished,53.0,1.0,26:20.097,No rain,7.84,72,6.85,0.0,2
14072,2021,Br,gi,Al,15.0,13.0,92.346,0.0,+1 Lap,51.0,2.0,34:30.250,No rain,4.18,97,2.28,0.0,2
14073,2020,Tu,ma,,,,,,DNF,,11.0,24.256,No rain,5.73,65,4.63,0.0,2
14074,2021,Hu,ra,,,,,,DNF,,3.0,35.451,No rain,1.26,70,3.09,0.0,2
14075,2020,Ei,sa,Mc,10.0,5.0,90.129,10.0,Finished,60.0,28.0,22.641,No rain,-2.31,93,3.09,0.0,2
14076,2022,Em,ri,Mc,6.0,18.0,81.577,0.0,+1 Lap,62.0,16.0,30.422,Rain,4.34,96,2.91,1.33,3
14077,2020,Ab,ga,Al,9.0,8.0,102.47399999999999,4.0,Finished,55.0,10.0,,No rain,21.1,68,2.06,0.0,1
14078,2022,Mo,ru,Me,6.0,5.0,76.83,10.0,Finished,64.0,21.0,25.352,No rain,11.92,73,3.6,0.0,1
14079,2020,Em,al,Re,6.0,15.0,76.17699999999999,0.0,Finished,63.0,14.0,29.770,Rain,4.34,96,2.91,1.33,2
14080,2022,Un,bo,Al,7.0,19.0,103.39099999999999,0.0,DNF,16.0,10.0,25.013,Rain,17.84,85,3.09,0.0,1
14081,2019,Au,gr,Ha,11.0,16.0,68.987,0.0,+1 Lap,70.0,34.0,22.265,No rain,-2.06,86,1.54,0.0,1
14082,2019,Br,ve,Fe,6.0,16.0,88.733,0.0,+1 Lap,51.0,20.0,28.021,No rain,4.18,97,2.28,0.0,2
14083,2021,Un,gi,Al,12.0,11.0,101.14500000000001,0.0,+1 Lap,55.0,26.0,23.502,Rain,17.84,85,3.09,0.0,2
14084,2022,Un,ma,,,,,,DNF,,13.0,23.866,Rain,17.84,85,3.09,0.0,2
14085,2020,Po,ke,,,,,,DNF,,31.0,27.300,No rain,10.33,88,1.9,0.0,1
14086,2021,Ab,ga,Al,12.0,5.0,87.342,10.0,Finished,58.0,54.0,21.920,No rain,21.1,68,2.06,0.0,2
14087,2021,Ba,gi,Al,12.0,12.0,95.122,0.0,+1 Lap,55.0,30.0,24.223,No rain,21.05,72,5.45,0.0,2
14088,2024,Du,sa,Fe,10.0,5.0,74.117,10.0,Finished,72.0,30.0,20.840,No rain,1.59,88,3.6,0.0,1
14089,2019,Un,kv,To,13.0,12.0,98.969,0.0,+1 Lap,55.0,39.0,24.162,Rain,17.84,85,3.09,0.0,2
14090,2020,Ei,oc,Re,7.0,18.0,93.189,0.0,DNF,22.0,,,No rain,-2.31,93,3.09,0.0,0
14091,2020,Tu,le,Fe,5.0,8.0,81.229,4.0,Finished,59.0,21.0,23.469,No rain,5.13,81,2.59,0.0,3
14092,2024,La,la,RB,14.0,16.0,96.97999999999999,0.0,Finished,50.0,11.0,21.049,No rain,14.64,31,1.54,0.0,1
14093,2024,Hu,le,Fe,6.0,4.0,82.182,12.0,Finished,70.0,40.0,21.723,No rain,1.26,70,3.09,0.0,2
14094,2023,Ja,ke,,,,,,DNF,,12.0,23.816,No rain,7.84,72,6.85,0.0,1
14095,2023,Sã,zh,Al,20.0,17.0,76.232,0.0,DNF,22.0,1.0,21.256,No rain,21.25,86,4.63,0.0,2
14096,2021,It,ri,Mc,2.0,1.0,84.812,26.0,Finished,53.0,22.0,23.812,Rain,5.0,87,0.45,1.0,1
14097,2019,Sp,ku,Wi,17.0,18.0,83.202,0.0,+1 Lap,65.0,31.0,21.954,No rain,9.61,85,3.09,0.0,1
14098,2024,Sã,al,As,9.0,14.0,82.293,0.0,Finished,69.0,27.0,25.107,No rain,21.25,86,4.63,0.0,2
14099,2023,Un,ke,,,,,,DNF,,10.0,25.067,Rain,17.84,85,3.09,0.0,2
14100,2022,Au,la,Wi,18.0,16.0,83.882,0.0,+1 Lap,57.0,23.0,17.936,No rain,17.76,67,0.89,0.0,2
14101,2023,Me,ha,Me,6.0,2.0,81.334,19.0,Finished,71.0,24.0,22.210,No rain,23.88,23,4.12,0.0,2
14102,2023,Az,ru,Me,11.0,8.0,103.37,5.0,Finished,51.0,11.0,20.459,Rain,4.97,75,12.35,0.0,2
14103,2023,It,bo,Al,14.0,10.0,85.988,1.0,Finished,51.0,25.0,24.658,Rain,5.0,87,0.45,1.0,1
14104,2020,Au,kv,Al,13.0,12.0,69.135,0.0,DNF,69.0,26.0,22.769,No rain,-2.06,86,1.54,0.0,2
14105,2023,Sã,al,As,4.0,3.0,74.44200000000001,15.0,Finished,71.0,1.0,18.487,No rain,21.25,86,4.63,0.0,2
14106,2022,Du,al,Al,13.0,6.0,74.144,8.0,Finished,72.0,12.0,19.578,No rain,1.59,88,3.6,0.0,1
14107,2021,Em,ra,,,,,,DNF,,32.0,24:52.612,Rain,4.34,96,2.91,1.33,2
14108,2020,70,al,Re,9.0,5.0,89.477,10.0,Finished,52.0,30.0,27.858,No rain,4.18,97,2.28,0.0,2
14109,2023,Au,de,,,,,,DNF,,45.0,18.080,No rain,17.76,67,0.89,0.0,2
14110,2021,Ru,ri,Mc,5.0,4.0,99.124,12.0,Finished,53.0,22.0,33.617,No rain,-0.89,51,7.0,0.0,2
14111,2019,Ja,al,Re,6.0,4.0,92.775,12.0,Finished,52.0,34.0,23.301,No rain,7.84,72,6.85,0.0,2
14112,2020,Sa,ga,Al,9.0,11.0,,0.0,Finished,87.0,51.0,24.577,No rain,21.05,72,5.45,0.0,2
14113,2020,Sa,ga,Al,9.0,11.0,,0.0,Finished,87.0,28.0,25.077,No rain,21.05,72,5.45,0.0,2
14114,2024,Un,ts,RB,10.0,14.0,99.193,0.0,+1 Lap,55.0,18.0,24.193,Rain,17.84,85,3.09,0.0,1
14115,2024,Mo,ts,RB,8.0,8.0,,4.0,+1 Lap,77.0,1.0,39:37.564,No rain,11.92,73,3.6,0.0,1
14116,2023,Sã,ru,Me,8.0,15.0,74.934,0.0,DNF,57.0,2.0,23:30.984,No rain,21.25,86,4.63,0.0,2
14117,2020,Au,no,Mc,3.0,3.0,67.475,16.0,Finished,71.0,56.0,18.163,No rain,-2.06,86,1.54,0.0,3
14118,2021,Mo,gi,Al,10.0,10.0,75.331,1.0,+1 Lap,77.0,33.0,24.521,No rain,11.92,73,3.6,0.0,1
14119,2023,Ba,de,,,,,,DNF,,27.0,25.234,No rain,21.05,72,5.45,0.0,2
14120,2019,Mo,ri,Re,6.0,9.0,75.697,2.0,Finished,78.0,11.0,24.269,No rain,11.92,73,3.6,0.0,1
14121,2021,Un,ts,Al,10.0,9.0,101.15100000000001,2.0,+1 Lap,55.0,9.0,23.802,Rain,17.84,85,3.09,0.0,1
14122,2021,Un,ma,Ha,17.0,17.0,102.886,0.0,+2 Laps,54.0,1.0,30.673,Rain,17.84,85,3.09,0.0,2
14123,2019,Ch,no,Mc,15.0,18.0,98.346,0.0,DNF,50.0,1.0,50.738,No rain,2.99,75,4.0,0.0,3
14124,2022,Sã,al,Wi,19.0,15.0,75.613,0.0,Finished,71.0,25.0,23.352,No rain,21.25,86,4.63,0.0,2
14125,2021,Po,ve,As,10.0,13.0,82.416,0.0,+1 Lap,65.0,3.0,21.750,No rain,10.33,88,1.9,0.0,2
14126,2024,It,bo,Sa,19.0,16.0,83.60900000000001,0.0,+1 Lap,52.0,33.0,24.410,Rain,5.0,87,0.45,1.0,1
14127,2020,Hu,ma,,,,,,DNF,,4.0,21.529,No rain,1.26,70,3.09,0.0,1
14128,2022,Em,ve,As,13.0,8.0,81.211,4.0,Finished,63.0,17.0,30.484,Rain,4.34,96,2.91,1.33,1
14129,2019,Az,ve,Fe,3.0,3.0,104.62899999999999,15.0,Finished,51.0,11.0,19.981,Rain,4.97,75,12.35,0.0,1
14130,2022,Me,ke,,,,,,DNF,,38.0,23.722,No rain,23.88,23,4.12,0.0,1
14131,2022,Br,mi,,,,,,DNF,,19.0,29.147,No rain,4.18,97,2.28,0.0,2
14132,2024,Au,al,As,10.0,8.0,80.493,4.0,Finished,58.0,17.0,18.160,No rain,17.76,67,0.89,0.0,1
14133,2024,Sp,zh,Sa,15.0,13.0,78.771,0.0,+1 Lap,65.0,9.0,22.523,No rain,9.61,85,3.09,0.0,1
14134,2019,Ru,ma,,,,,,DNF,,28.0,29.978,No rain,-0.89,51,7.0,0.0,1
14135,2023,Az,le,Fe,1.0,3.0,104.561,15.0,Finished,51.0,11.0,21.126,Rain,4.97,75,12.35,0.0,1
14136,2020,Br,sa,Mc,7.0,13.0,89.94800000000001,0.0,Finished,52.0,13.0,28.487,No rain,4.18,97,2.28,0.0,2
14137,2021,Po,bo,Me,1.0,3.0,79.865,16.0,Finished,66.0,2.0,21.377,No rain,10.33,88,1.9,0.0,2
14138,2022,It,st,As,12.0,18.0,87.467,0.0,DNF,39.0,18.0,24.254,Rain,5.0,87,0.45,1.0,1
14139,2024,Si,bo,Sa,19.0,16.0,97.524,0.0,+1 Lap,61.0,33.0,30.423,No rain,26.92,87,1.03,0.0,1
14140,2020,It,ma,,,,,,DNF,,22.0,26.149,Rain,5.0,87,0.45,1.0,2
14141,2023,Du,st,As,11.0,11.0,75.17099999999999,0.0,Finished,72.0,9.0,20.208,No rain,1.59,88,3.6,0.0,2
14142,2021,Em,ma,Ha,19.0,17.0,80.402,0.0,+2 Laps,61.0,12.0,31.168,Rain,4.34,96,2.91,1.33,2
14143,2021,Qa,gi,Al,18.0,15.0,87.82300000000001,0.0,+1 Lap,56.0,32.0,25.347,No rain,20.97,72,3.43,0.0,2
14144,2021,Ba,ga,Al,5.0,17.0,94.09,0.0,DNF,52.0,4.0,38.338,No rain,21.05,72,5.45,0.0,2
14145,2019,Ab,hu,,,,,,DNF,,18.0,21.578,No rain,21.1,68,2.06,0.0,1
14146,2020,Ba,ma,,,,,,DNF,,20.0,24.622,No rain,21.05,72,5.45,0.0,2
14147,2020,Tu,le,Fe,5.0,8.0,81.229,4.0,Finished,59.0,8.0,23:56.871,No rain,5.13,81,2.59,0.0,3
14148,2019,Un,no,Mc,8.0,7.0,98.074,6.0,Finished,56.0,19.0,24.678,Rain,17.84,85,3.09,0.0,1
14149,2023,Au,sa,Fe,5.0,12.0,80.467,0.0,Finished,58.0,8.0,15:37.024,No rain,17.76,67,0.89,0.0,2
14150,2021,Hu,ga,Al,5.0,5.0,78.394,11.0,Finished,70.0,3.0,39.839,No rain,1.26,70,3.09,0.0,2
14151,2019,Ca,gi,Al,12.0,13.0,76.365,0.0,+1 Lap,69.0,33.0,23.884,No rain,-4.97,57,6.69,0.0,1
14152,2024,Sp,ru,Me,4.0,4.0,78.28999999999999,12.0,Finished,66.0,15.0,25.023,No rain,9.61,85,3.09,0.0,2
14153,2021,Sp,ts,Al,16.0,20.0,84.825,0.0,DNF,6.0,,,No rain,9.61,85,3.09,0.0,0
14154,2020,Em,sa,Mc,10.0,7.0,78.118,6.0,Finished,63.0,17.0,29.950,Rain,4.34,96,2.91,1.33,2
14155,2024,Sp,st,As,14.0,14.0,79.318,0.0,+1 Lap,65.0,37.0,23.381,No rain,9.61,85,3.09,0.0,2
14156,2022,Ca,la,Wi,18.0,16.0,78.53999999999999,0.0,Finished,70.0,9.0,24.020,No rain,-4.97,57,6.69,0.0,2
14157,2022,Sp,al,Wi,18.0,18.0,88.281,0.0,+2 Laps,64.0,11.0,23.419,No rain,9.61,85,3.09,0.0,2
14158,2022,Br,ma,,,,,,DNF,,12.0,29.395,No rain,4.18,97,2.28,0.0,3
14159,2019,Un,no,Mc,8.0,7.0,98.074,6.0,Finished,56.0,19.0,24.678,Rain,17.84,85,3.09,0.0,1
